0,230,1,1
S4.3
60.0,240.0,1,1
0.0,430.0,5,1
140.0,210.0,1,1
220.0,170.0,1,1
140.0,330.0,1,1
220.0,300.0,1,1
300.0,270.0,1,1
290.0,140.0,1,1
250.0,460.0,1,1
300.0,490.0,1,1
350.0,520.0,1,1
400.0,550.0,1,1
450.0,580.0,1,1
390.0,410.0,1,1
390.0,310.0,1,1
380.0,190.0,1,1
550.0,300.0,1,1
560.0,540.0,1,1
560.0,460.0,1,1
480.0,230.0,1,1
490.0,530.0,1,1
690.0,390.0,1,1
560.0,150.0,1,1
630.0,80.0,1,1
700.0,10.0,1,1
780.0,390.0,1,1
630.0,240.0,1,1
690.0,180.0,1,1
610.0,490.0,1,1
680.0,470.0,1,1
770.0,480.0,1,1
720.0,260.0,1,1
720.0,110.0,1,1
800.0,180.0,1,1
790.0,50.0,1,1
870.0,120.0,1,1
840.0,260.0,1,1
780.0,260.0,1,1
860.0,390.0,1,1
710.0,530.0,1,1
640.0,540.0,1,1
790.0,570.0,1,1
850.0,480.0,1,1
890.0,560.0,1,1
940.0,390.0,1,1
1020.0,390.0,1,1
1100.0,390.0,1,1
1180.0,390.0,1,1
1260.0,390.0,1,1
1340.0,390.0,1,1
1430.0,390.0,1,1
1570.0,390.0,1,1
1500.0,580.0,1,1
1570.0,580.0,1,1
1640.0,580.0,1,1
1710.0,580.0,1,1
1780.0,580.0,1,1
1850.0,580.0,1,1
1920.0,580.0,1,1
1650.0,390.0,1,1
1730.0,360.0,1,1
1810.0,320.0,1,1
1890.0,290.0,1,1
1970.0,250.0,1,1
2050.0,210.0,1,1
2140.0,160.0,5,1
1546.0,640.0,1,1
2340.0,210.0,1,6
1546.0,640.0,1,1
2390.0,460.0,5,1
2140.0,320.0,4,1
2140.0,370.0,1,3
2390.0,320.0,5,1
1746.0,640.0,1,1
2590.0,170.0,1,3
1746.0,640.0,1,1
2790.0,340.0,1,1
2950.0,460.0,1,1
3110.0,560.0,1,1
3280.0,450.0,1,1
3410.0,360.0,1,1
3530.0,260.0,1,1
3570.0,490.0,1,1
3690.0,550.0,1,1
3610.0,240.0,1,1
3840.0,550.0,1,1
3650.0,70.0,1,3
3370.0,640.0,1,1
3960.0,550.0,7,1
3618.0,640.0,1,1
3618.0,640.0,1,1
4260.0,300.0,1,5
3618.0,640.0,1,1
E4260.0
